l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
5760,1,8,1,6.00,5406.00,0.09,0.03,R,F,1994-07-30,1994-07-31,1994-08-16,COLLECT COD,REG AIR,s. regular 
5760,6,1,2,24.00,21744.00,0.04,0.05,A,F,1994-07-15,1994-07-04,1994-08-08,NONE,MAIL,al packages. sly deposits are ac
5760,148,5,3,8.00,8385.12,0.07,0.04,A,F,1994-09-06,1994-08-03,1994-10-06,NONE,AIR,"ong the courts. regular, regular reque"
5760,123,4,4,19.00,19439.28,0.10,0.01,R,F,1994-08-02,1994-08-02,1994-08-15,COLLECT COD,SHIP,heodolites. furiously regular packages
5760,166,1,5,6.00,6396.96,0.03,0.07,R,F,1994-06-09,1994-07-06,1994-06-16,DELIVER IN PERSON,MAIL,y enticing platelets. ironic fox
5761,47,6,1,41.00,38828.64,0.08,0.00,N,O,1998-07-31,1998-08-09,1998-08-08,TAKE BACK RETURN,TRUCK,accounts shall nag 
5761,108,9,2,36.00,36291.60,0.00,0.07,N,O,1998-09-07,1998-09-21,1998-09-11,TAKE BACK RETURN,TRUCK,requests boost slyly beside the carefully 
5761,198,2,3,49.00,53811.31,0.04,0.08,N,O,1998-07-14,1998-08-20,1998-07-25,NONE,SHIP,"xes. regular, even instructions"
5762,175,6,1,6.00,6451.02,0.05,0.02,N,O,1997-04-07,1997-03-25,1997-05-02,NONE,AIR,enly regular theodolites. caref
5762,102,9,2,27.00,27056.70,0.02,0.08,N,O,1997-02-21,1997-05-08,1997-03-23,NONE,REG AIR,"ajole slyly after the final, ironic"
5762,89,10,3,40.00,39563.20,0.00,0.08,N,O,1997-04-30,1997-05-09,1997-05-08,COLLECT COD,SHIP,", bold packages. slyly bo"
5762,133,4,4,47.00,48557.11,0.05,0.06,N,O,1997-03-02,1997-03-23,1997-03-19,NONE,RAIL,s sleep. furiously special requests nag sly
5762,25,6,5,28.00,25900.56,0.02,0.06,N,O,1997-02-22,1997-03-25,1997-02-24,TAKE BACK RETURN,SHIP,"l, even deposits was blithely a"
5762,12,6,6,12.00,10944.12,0.00,0.06,N,O,1997-04-18,1997-04-27,1997-05-11,DELIVER IN PERSON,REG AIR,e final requ
5763,131,2,1,32.00,32996.16,0.02,0.06,N,O,1998-07-16,1998-09-13,1998-08-02,DELIVER IN PERSON,FOB,nic accounts 
5763,136,2,2,23.00,23830.99,0.09,0.04,N,O,1998-07-25,1998-09-21,1998-08-15,DELIVER IN PERSON,SHIP,the ironically regul
5763,13,3,3,25.00,22825.25,0.01,0.02,N,O,1998-10-04,1998-08-16,1998-10-09,DELIVER IN PERSON,REG AIR, integrate blithely about
5763,121,6,4,47.00,47992.64,0.09,0.00,N,O,1998-08-22,1998-09-22,1998-09-04,NONE,REG AIR,oss the express deposits.
5763,123,4,5,8.00,8184.96,0.06,0.05,N,O,1998-09-23,1998-09-15,1998-09-27,DELIVER IN PERSON,TRUCK,ets nod. blithely bol
5763,190,1,6,9.00,9811.71,0.08,0.02,N,O,1998-09-24,1998-09-01,1998-10-02,NONE,AIR,"n, pending packag"
5764,101,2,1,28.00,28030.80,0.04,0.04,A,F,1993-12-07,1993-12-20,1993-12-26,TAKE BACK RETURN,RAIL,posits. ca
5764,200,3,2,20.00,22004.00,0.10,0.05,A,F,1993-10-17,1993-12-24,1993-10-18,TAKE BACK RETURN,FOB,arefully regular theo
5764,188,9,3,4.00,4352.72,0.03,0.05,A,F,1993-10-25,1993-12-23,1993-11-06,DELIVER IN PERSON,AIR,g to the regular accounts
5765,162,7,1,31.00,32926.96,0.00,0.06,A,F,1995-01-11,1995-02-13,1995-01-23,TAKE BACK RETURN,AIR, bold packa
5765,124,9,2,29.00,29699.48,0.07,0.08,A,F,1994-12-29,1995-02-01,1995-01-26,NONE,RAIL,usly pending ideas. carefully regular depe
5765,139,10,3,31.00,32213.03,0.05,0.01,R,F,1995-03-01,1995-01-23,1995-03-31,TAKE BACK RETURN,REG AIR,carefully 
5765,152,4,4,46.00,48398.90,0.07,0.07,R,F,1995-03-13,1995-02-12,1995-03-20,DELIVER IN PERSON,MAIL,s. regular packages ac
5765,174,3,5,48.00,51560.16,0.09,0.02,A,F,1995-03-30,1995-01-14,1995-04-09,DELIVER IN PERSON,SHIP,eposits. quickly ironic pinto b
5765,83,4,6,41.00,40306.28,0.04,0.00,A,F,1994-12-31,1995-02-11,1995-01-17,TAKE BACK RETURN,SHIP,"ions. daring, final de"
5765,42,5,7,21.00,19782.84,0.05,0.04,R,F,1995-04-05,1995-02-12,1995-05-05,COLLECT COD,TRUCK,ckly. quickly special theodolites haggle bl
5766,188,9,1,1.00,1088.18,0.10,0.01,R,F,1994-01-16,1993-11-16,1994-01-23,NONE,MAIL,ly express frets nag
5766,149,8,2,39.00,40916.46,0.02,0.07,A,F,1993-10-24,1993-12-07,1993-11-08,DELIVER IN PERSON,SHIP, haggle furiously alongside of the furiousl
5766,118,8,3,4.00,4072.44,0.08,0.08,R,F,1993-11-10,1993-10-30,1993-12-01,COLLECT COD,TRUCK,final escapades. blithel
5767,167,8,1,11.00,11738.76,0.08,0.01,A,F,1992-06-02,1992-05-30,1992-06-08,NONE,TRUCK,e blithely. furiously regular accou
5767,69,8,2,15.00,14535.90,0.07,0.05,R,F,1992-06-05,1992-07-28,1992-06-08,DELIVER IN PERSON,MAIL,ly bold accounts. carefully b
5767,191,3,3,42.00,45829.98,0.06,0.01,R,F,1992-07-31,1992-06-09,1992-08-09,COLLECT COD,TRUCK,ys special som
5767,153,4,4,34.00,35807.10,0.06,0.01,R,F,1992-06-02,1992-06-23,1992-06-17,NONE,FOB,oxes after the
5767,46,7,5,36.00,34057.44,0.03,0.00,A,F,1992-07-17,1992-06-10,1992-07-19,COLLECT COD,AIR,latelets use slyly caref
5792,178,8,1,34.00,36657.78,0.08,0.07,R,F,1993-05-23,1993-06-25,1993-06-12,NONE,RAIL,s. blithely regular fo
5792,157,5,2,47.00,49686.05,0.10,0.00,A,F,1993-06-08,1993-05-10,1993-06-26,COLLECT COD,AIR,ously bold excuses agains
5792,183,4,3,32.00,34661.76,0.05,0.08,R,F,1993-06-26,1993-05-23,1993-07-07,COLLECT COD,RAIL,er the fluffily blithe pla
5792,14,8,4,14.00,12796.14,0.09,0.02,A,F,1993-07-28,1993-06-17,1993-08-27,DELIVER IN PERSON,RAIL,packages among the bli
5792,102,9,5,31.00,31065.10,0.02,0.01,A,F,1993-06-17,1993-05-05,1993-07-01,COLLECT COD,TRUCK, beans haggle quickly furiously
5793,53,5,1,20.00,19061.00,0.05,0.03,N,O,1997-10-05,1997-09-04,1997-10-30,COLLECT COD,AIR,as. blithely b
5793,170,5,2,41.00,43876.97,0.06,0.06,N,O,1997-08-04,1997-10-10,1997-08-12,DELIVER IN PERSON,TRUCK,y final acco
5793,43,4,3,8.00,7544.32,0.07,0.03,N,O,1997-08-16,1997-09-08,1997-08-28,COLLECT COD,AIR,beans. eve
5793,148,7,4,48.00,50310.72,0.02,0.02,N,O,1997-09-27,1997-08-23,1997-10-27,DELIVER IN PERSON,REG AIR,ly according to the fluffily ironic the
5794,158,9,1,42.00,44442.30,0.06,0.05,R,F,1993-06-29,1993-05-30,1993-07-28,COLLECT COD,REG AIR, ironic as
5794,115,2,2,14.00,14211.54,0.09,0.02,R,F,1993-04-19,1993-07-02,1993-05-18,COLLECT COD,SHIP,counts. quickly final accounts 
5794,7,8,3,15.00,13605.00,0.09,0.06,R,F,1993-06-25,1993-06-27,1993-07-09,NONE,MAIL,"quickly slyly close accounts. special, even"
5794,137,3,4,47.00,48745.11,0.00,0.08,A,F,1993-07-16,1993-06-21,1993-08-05,TAKE BACK RETURN,REG AIR, quickly. fluffy foxes use.
5795,193,6,1,34.00,37168.46,0.09,0.05,A,F,1992-08-21,1992-07-30,1992-08-27,COLLECT COD,REG AIR,ly regular platelets need to cajole along t
5796,58,3,1,27.00,25867.35,0.10,0.00,N,O,1996-04-06,1996-02-29,1996-04-20,DELIVER IN PERSON,RAIL,lly stealthy escap
5797,61,6,1,17.00,16338.02,0.09,0.03,N,O,1997-12-13,1998-01-12,1997-12-23,NONE,REG AIR,s the final asymptotes ar
5798,127,8,1,2.00,2054.24,0.09,0.00,N,O,1998-05-25,1998-06-22,1998-06-09,COLLECT COD,FOB,ses beside the fina
5798,124,9,2,14.00,14337.68,0.06,0.05,N,O,1998-04-01,1998-06-14,1998-04-27,NONE,RAIL,s affix furiously furiously express instr
5798,134,5,3,22.00,22750.86,0.02,0.01,N,O,1998-06-24,1998-06-06,1998-07-20,COLLECT COD,TRUCK,ash around the caref
5798,146,3,4,40.00,41845.60,0.08,0.06,N,O,1998-07-09,1998-06-24,1998-07-16,NONE,TRUCK,ly along the iron
5798,149,8,5,7.00,7343.98,0.06,0.07,N,O,1998-06-06,1998-05-10,1998-06-07,NONE,SHIP,al packages! slyly ironic pinto
5798,38,4,6,9.00,8442.27,0.06,0.02,N,O,1998-05-05,1998-05-25,1998-05-09,DELIVER IN PERSON,REG AIR,uriously a
5798,115,9,7,32.00,32483.52,0.08,0.01,N,O,1998-04-27,1998-05-03,1998-05-08,TAKE BACK RETURN,REG AIR, packages nag blithely.
5799,95,6,1,41.00,40798.69,0.04,0.02,N,O,1995-11-13,1995-10-31,1995-11-16,COLLECT COD,TRUCK,unts. blithely special inst
5799,100,3,2,30.00,30003.00,0.03,0.08,N,O,1995-09-12,1995-09-13,1995-09-19,NONE,RAIL, quickly abo
5824,77,7,1,40.00,39082.80,0.06,0.06,N,O,1997-01-14,1997-01-17,1997-02-02,NONE,REG AIR,efully ironic p
5824,182,3,2,42.00,45451.56,0.09,0.00,N,O,1997-02-01,1997-02-20,1997-02-07,COLLECT COD,SHIP,longside of the braids. regular sheave
5824,73,1,3,16.00,15569.12,0.03,0.02,N,O,1997-02-13,1997-01-07,1997-02-17,TAKE BACK RETURN,TRUCK,ns after the f
5824,92,5,4,32.00,31746.88,0.03,0.02,N,O,1997-02-16,1997-01-24,1997-02-20,DELIVER IN PERSON,RAIL,ccording to th
5824,107,8,5,44.00,44312.40,0.08,0.03,N,O,1997-01-24,1997-01-31,1997-02-11,COLLECT COD,TRUCK,e quickly! careful
5825,159,7,1,23.00,24360.45,0.10,0.05,R,F,1995-05-10,1995-04-28,1995-05-13,DELIVER IN PERSON,TRUCK,ss theodolites. quickly silent packages 
5826,144,1,1,4.00,4176.56,0.03,0.06,N,O,1998-07-31,1998-09-10,1998-08-27,NONE,AIR," theodolites sleep regular, silent"
5826,64,5,2,18.00,17353.08,0.04,0.01,N,O,1998-07-17,1998-09-03,1998-07-22,NONE,SHIP,uffily. special dec
5827,187,8,1,30.00,32615.40,0.03,0.05,N,O,1998-11-11,1998-09-27,1998-11-30,DELIVER IN PERSON,RAIL,the fluffil
5827,103,6,2,23.00,23071.30,0.09,0.05,N,O,1998-11-16,1998-09-14,1998-11-17,COLLECT COD,RAIL,ing excuses haggle furiously bo
5827,164,1,3,3.00,3192.48,0.03,0.06,N,O,1998-10-17,1998-09-29,1998-10-28,DELIVER IN PERSON,MAIL,ss deposits boost slyly fina
5827,200,1,4,26.00,28605.20,0.06,0.00,N,O,1998-07-29,1998-09-24,1998-07-30,DELIVER IN PERSON,SHIP,ns sleep blithely furiously final a
5827,112,9,5,38.00,38460.18,0.03,0.06,N,O,1998-10-18,1998-08-27,1998-10-23,TAKE BACK RETURN,TRUCK, fluffily among the 
5827,17,4,6,14.00,12838.14,0.05,0.01,N,O,1998-08-31,1998-09-06,1998-09-13,TAKE BACK RETURN,RAIL,refully slyly express p
5828,2,9,1,28.00,25256.00,0.10,0.03,A,F,1994-05-15,1994-05-20,1994-06-08,DELIVER IN PERSON,MAIL,sits. furiously bold foxes abo
5828,158,3,2,37.00,39151.55,0.01,0.00,R,F,1994-06-07,1994-05-30,1994-06-17,NONE,RAIL,"s. regular, spec"
5829,40,1,1,4.00,3760.16,0.01,0.02,N,O,1997-03-01,1997-02-17,1997-03-22,NONE,TRUCK,onic asymptotes. slyly ironic courts cajole
5829,107,10,2,40.00,40284.00,0.04,0.01,N,O,1997-04-21,1997-02-12,1997-05-04,COLLECT COD,TRUCK," ironic, daring theodolites. care"
5829,129,8,3,6.00,6174.72,0.05,0.06,N,O,1997-01-22,1997-03-12,1997-02-02,TAKE BACK RETURN,AIR,re silent deposits. r
5829,90,1,4,42.00,41583.78,0.02,0.07,N,O,1997-03-26,1997-04-01,1997-03-30,COLLECT COD,REG AIR, accounts. carefully unusual dependenci
5829,191,5,5,49.00,53468.31,0.05,0.01,N,O,1997-01-31,1997-03-13,1997-02-18,NONE,MAIL, accounts above the neve
5829,18,5,6,17.00,15606.17,0.09,0.02,N,O,1997-04-10,1997-03-29,1997-04-22,COLLECT COD,AIR,s. blithely idle requests affix fur
5829,78,9,7,27.00,26407.89,0.08,0.04,N,O,1997-02-25,1997-03-31,1997-03-03,DELIVER IN PERSON,AIR,leep slyly quickly sly the
5830,160,2,1,29.00,30744.64,0.10,0.02,R,F,1993-06-19,1993-05-10,1993-07-13,DELIVER IN PERSON,REG AIR,latelets. slyl
5831,191,2,1,2.00,2182.38,0.10,0.01,N,O,1997-02-09,1997-01-20,1997-03-07,TAKE BACK RETURN,TRUCK, alongside of the 
5831,74,3,2,33.00,32144.31,0.04,0.03,N,O,1996-11-20,1997-01-18,1996-12-18,TAKE BACK RETURN,MAIL,ironic excuses. slyly even pa
5831,82,3,3,6.00,5892.48,0.05,0.07,N,O,1997-01-29,1997-01-14,1997-02-09,NONE,MAIL,"pending, blithe requests hagg"
5831,13,10,4,46.00,41998.46,0.06,0.02,N,O,1997-02-24,1997-01-18,1997-03-02,COLLECT COD,MAIL,accounts ha
5831,43,4,5,37.00,34892.48,0.05,0.01,N,O,1997-01-17,1997-02-08,1997-02-01,NONE,FOB,ake slyly even deposit
5856,4,1,1,1.00,904.00,0.03,0.02,A,F,1994-12-29,1995-01-07,1995-01-10,TAKE BACK RETURN,MAIL,"otes sleep about the regular, pending pl"
5856,35,6,2,35.00,32726.05,0.09,0.02,R,F,1994-11-24,1994-12-23,1994-11-30,COLLECT COD,AIR,ct carefully alongs
5856,153,4,3,39.00,41072.85,0.05,0.03,A,F,1995-01-18,1995-01-11,1995-01-19,DELIVER IN PERSON,TRUCK, even braids. blithely i
5857,58,9,1,25.00,23951.25,0.03,0.02,N,O,1997-12-02,1997-12-17,1997-12-08,DELIVER IN PERSON,REG AIR,n packages. quickly final re
5857,195,9,2,50.00,54759.50,0.06,0.07,N,O,1997-12-04,1997-12-16,1997-12-20,NONE,TRUCK,uests above
5857,68,3,3,1.00,968.06,0.03,0.01,N,O,1998-02-01,1997-12-09,1998-02-20,TAKE BACK RETURN,SHIP,l pinto beans are slyly. ironic 
5857,118,2,4,12.00,12217.32,0.03,0.08,N,O,1998-01-24,1997-12-27,1998-02-10,TAKE BACK RETURN,AIR,quickly special dolphi
5857,192,4,5,14.00,15290.66,0.07,0.07,N,O,1997-12-10,1998-01-06,1998-01-04,TAKE BACK RETURN,TRUCK,ccounts impr
5857,93,5,6,49.00,48661.41,0.00,0.04,N,O,1998-01-23,1997-12-12,1998-01-28,DELIVER IN PERSON,REG AIR,fully carefully bl
5858,121,4,1,20.00,20422.40,0.02,0.06,A,F,1992-07-23,1992-08-26,1992-07-24,COLLECT COD,SHIP,pending platelets sleep quickly 
5858,16,7,2,36.00,32976.36,0.00,0.05,A,F,1992-09-25,1992-08-16,1992-10-11,NONE,SHIP,slyly special foxes. requests s
5858,148,5,3,7.00,7336.98,0.08,0.02,A,F,1992-10-07,1992-08-16,1992-10-15,TAKE BACK RETURN,REG AIR,ly ironic packages thrash carefully ev
5858,164,9,4,46.00,48951.36,0.07,0.06,R,F,1992-09-07,1992-10-06,1992-10-06,DELIVER IN PERSON,MAIL,special idea
5858,161,8,5,18.00,19100.88,0.00,0.07,A,F,1992-11-05,1992-10-08,1992-12-03,NONE,TRUCK,accounts. blithe
5858,154,9,6,7.00,7379.05,0.04,0.00,A,F,1992-09-14,1992-10-01,1992-10-01,TAKE BACK RETURN,RAIL,usly after the
5858,11,5,7,50.00,45550.50,0.06,0.00,R,F,1992-07-20,1992-10-07,1992-07-25,NONE,TRUCK,en deposits los
5859,175,4,1,50.00,53758.50,0.07,0.01,N,O,1997-07-08,1997-06-20,1997-07-27,COLLECT COD,MAIL,its. carefully bold packages ca
5859,9,6,2,17.00,15453.00,0.03,0.03,N,O,1997-05-15,1997-06-30,1997-05-26,DELIVER IN PERSON,AIR,gular deposits. quickly daring dolphins
5859,46,3,3,33.00,31219.32,0.10,0.04,N,O,1997-07-08,1997-06-22,1997-07-18,TAKE BACK RETURN,TRUCK,tions integrate fluffily. slyly ironic r
5859,93,4,4,40.00,39723.60,0.09,0.02,N,O,1997-08-05,1997-06-17,1997-08-20,NONE,REG AIR,quick ideas.
5859,153,8,5,35.00,36860.25,0.00,0.08,N,O,1997-05-28,1997-07-14,1997-06-15,COLLECT COD,TRUCK,"cial, speci"
5859,44,5,6,9.00,8496.36,0.01,0.02,N,O,1997-06-15,1997-06-06,1997-06-20,NONE,RAIL,ages detect across the even a
5859,191,5,7,27.00,29462.13,0.05,0.08,N,O,1997-07-30,1997-07-08,1997-08-08,NONE,MAIL,s print fi
5860,51,3,1,10.00,9510.50,0.04,0.04,A,F,1992-03-11,1992-03-30,1992-03-31,NONE,MAIL,"nag. ironic, pending packages hang blit"
5861,191,5,1,32.00,34918.08,0.00,0.03,N,O,1997-05-27,1997-05-29,1997-05-28,TAKE BACK RETURN,MAIL, lose fluffily after the slyly fluffy th
5861,86,7,2,6.00,5916.48,0.10,0.03,N,O,1997-07-28,1997-05-18,1997-08-24,TAKE BACK RETURN,TRUCK,are quickly i
5862,113,7,1,4.00,4052.44,0.09,0.06,N,O,1997-06-04,1997-04-26,1997-06-19,NONE,TRUCK,ly regular deposit
5862,2,7,2,29.00,26158.00,0.03,0.05,N,O,1997-04-02,1997-04-16,1997-04-04,NONE,FOB,"lly daring, pending p"
5863,161,10,1,45.00,47752.20,0.07,0.06,A,F,1993-12-19,1994-01-25,1994-01-05,NONE,REG AIR,ffix foxes. care
5863,160,8,2,21.00,22263.36,0.09,0.03,R,F,1994-01-13,1994-01-09,1994-01-28,DELIVER IN PERSON,FOB,"deas. final, ironic depos"
5888,62,7,1,46.00,44254.76,0.02,0.00,N,O,1996-11-18,1996-11-05,1996-12-08,TAKE BACK RETURN,FOB,. carefully regular id
5888,112,3,2,24.00,24290.64,0.03,0.01,N,O,1996-11-07,1996-11-30,1996-11-20,COLLECT COD,SHIP,are slyly care
5889,77,7,1,17.00,16610.19,0.09,0.02,N,O,1995-07-01,1995-08-12,1995-07-25,NONE,AIR,onic pinto beans. blithely spe
5890,113,4,1,38.00,38498.18,0.01,0.08,A,F,1993-02-14,1992-12-09,1993-02-27,COLLECT COD,FOB,efully final requests. furiously quie
5891,85,6,1,22.00,21671.76,0.00,0.06,R,F,1993-01-01,1993-02-18,1993-01-14,DELIVER IN PERSON,TRUCK,yond the asymptotes. instructions ab
5891,186,7,2,9.00,9775.62,0.03,0.07,R,F,1993-01-20,1993-02-27,1993-02-10,COLLECT COD,REG AIR,ages solve about 
5891,30,9,3,10.00,9300.30,0.08,0.01,A,F,1993-04-14,1993-02-07,1993-04-15,DELIVER IN PERSON,RAIL,", final deposits "
5892,148,9,1,7.00,7336.98,0.02,0.03,N,O,1995-06-26,1995-07-18,1995-07-25,COLLECT COD,AIR,aggle blithely. furiously express dep
5892,150,9,2,37.00,38855.55,0.09,0.06,N,O,1995-08-12,1995-06-11,1995-09-05,NONE,REG AIR,"s use slyly. final, i"
5892,3,4,3,28.00,25284.00,0.03,0.06,N,O,1995-08-16,1995-07-06,1995-08-22,DELIVER IN PERSON,MAIL,"alongside of the ironic, ironic asymptotes"
5892,75,6,4,23.00,22426.61,0.08,0.04,R,F,1995-05-18,1995-07-06,1995-05-29,COLLECT COD,MAIL, wake. slyly regular deposits 
5893,134,10,1,43.00,44467.59,0.05,0.02,R,F,1992-11-02,1992-09-27,1992-11-21,TAKE BACK RETURN,RAIL,ages? fluffily ironic accounts sleep slyly.
5893,2,9,2,2.00,1804.00,0.10,0.04,R,F,1992-07-18,1992-09-10,1992-08-12,NONE,RAIL,"l, brave reques"
5894,8,5,1,23.00,20884.00,0.04,0.08,A,F,1994-09-05,1994-10-27,1994-09-13,NONE,TRUCK,ilent accounts to the bold theodoli
5894,79,8,2,48.00,46995.36,0.04,0.08,A,F,1994-09-04,1994-11-03,1994-09-17,NONE,TRUCK,press ideas. quickly even dolphins are
5895,15,9,1,38.00,34770.38,0.05,0.08,N,O,1997-04-05,1997-03-06,1997-05-03,DELIVER IN PERSON,RAIL,s sleep carefully. carefully unusual theo
5895,122,3,2,47.00,48039.64,0.04,0.06,N,O,1997-04-27,1997-03-17,1997-05-07,DELIVER IN PERSON,AIR,fily bold deposits. furi
5895,84,5,3,49.00,48219.92,0.03,0.07,N,O,1997-03-15,1997-02-17,1997-04-04,NONE,TRUCK,r packages wake quickly f
5895,146,7,4,31.00,32430.34,0.03,0.01,N,O,1997-03-03,1997-03-30,1997-03-08,TAKE BACK RETURN,TRUCK,r special requests nag carefully:
5895,200,1,5,20.00,22004.00,0.07,0.00,N,O,1997-04-30,1997-02-07,1997-05-08,DELIVER IN PERSON,AIR,ly ironic theodolites. blithely regular pl
5895,78,7,6,15.00,14671.05,0.08,0.08,N,O,1997-04-19,1997-03-09,1997-05-13,TAKE BACK RETURN,RAIL, sleep careful
5920,187,8,1,50.00,54359.00,0.06,0.00,A,F,1995-03-13,1995-01-03,1995-03-31,TAKE BACK RETURN,RAIL,ly regular ideas cajole furiously. car
5920,58,9,2,24.00,22993.20,0.01,0.05,A,F,1994-12-28,1995-01-21,1994-12-31,DELIVER IN PERSON,FOB,luffily final pinto beans at the
5920,117,1,3,2.00,2034.22,0.08,0.07,A,F,1995-02-18,1995-01-13,1995-03-04,NONE,SHIP, above the 
5920,12,2,4,28.00,25536.28,0.06,0.02,R,F,1994-12-17,1995-02-13,1994-12-31,NONE,SHIP,lithely pending deposits. blith
5920,100,4,5,42.00,42004.20,0.09,0.08,A,F,1994-12-18,1995-01-07,1995-01-14,COLLECT COD,AIR,s. carefully ironic depths a
5921,99,3,1,44.00,43959.96,0.07,0.01,R,F,1994-07-14,1994-06-30,1994-07-15,NONE,TRUCK,around the quickly ev
5921,146,9,2,25.00,26153.50,0.06,0.01,A,F,1994-05-19,1994-06-15,1994-06-17,COLLECT COD,TRUCK,final platelets haggle among the unu
5921,68,5,3,17.00,16457.02,0.06,0.01,R,F,1994-05-20,1994-05-26,1994-05-23,NONE,FOB,lithely express dependencies. quickly 
5921,28,7,4,26.00,24128.52,0.03,0.04,A,F,1994-05-03,1994-07-06,1994-05-06,NONE,AIR,ly express r
5921,143,10,5,41.00,42768.74,0.04,0.02,R,F,1994-04-13,1994-05-31,1994-04-26,DELIVER IN PERSON,AIR,dolites. blithely ironi
5921,115,6,6,5.00,5075.55,0.02,0.00,R,F,1994-06-01,1994-05-07,1994-06-10,COLLECT COD,TRUCK,eep around the ironic ideas. ca
5922,196,10,1,9.00,9865.71,0.07,0.00,N,O,1996-12-04,1997-01-20,1996-12-08,DELIVER IN PERSON,RAIL,he ironic pinto beans. even dinos en
5922,157,2,2,37.00,39114.55,0.01,0.04,N,O,1996-12-19,1996-12-16,1997-01-15,COLLECT COD,RAIL, ironic requests detect slyly regular pinto
5922,90,1,3,35.00,34653.15,0.08,0.00,N,O,1996-12-12,1997-01-21,1997-01-01,DELIVER IN PERSON,SHIP, furiously iro
5922,66,7,4,13.00,12558.78,0.08,0.07,N,O,1997-03-08,1996-12-26,1997-04-03,DELIVER IN PERSON,FOB,bout the furiously regular courts-- r
5922,57,5,5,39.00,37324.95,0.04,0.07,N,O,1997-03-04,1997-01-17,1997-03-25,TAKE BACK RETURN,SHIP,lyly ironic packages. ironic
5922,179,9,6,10.00,10791.70,0.04,0.01,N,O,1997-02-23,1996-12-26,1997-03-04,NONE,REG AIR,itaphs sleep after the furiously even a
5923,177,8,1,27.00,29083.59,0.08,0.03,N,O,1997-08-16,1997-06-27,1997-08-29,DELIVER IN PERSON,RAIL,s mold acc
5923,119,3,2,42.00,42802.62,0.01,0.08,N,O,1997-09-16,1997-07-23,1997-09-27,COLLECT COD,REG AIR, slyly final ideas wake
5923,108,5,3,2.00,2016.20,0.06,0.05,N,O,1997-06-19,1997-07-31,1997-06-28,TAKE BACK RETURN,TRUCK,rls integrate across the furiou
5923,174,4,4,46.00,49411.82,0.05,0.04,N,O,1997-07-29,1997-07-23,1997-08-23,COLLECT COD,SHIP,es haggle slyly never e
5923,59,4,5,35.00,33566.75,0.04,0.05,N,O,1997-07-21,1997-07-11,1997-08-01,DELIVER IN PERSON,AIR,"final, regular foxes integrate furiously a"
5924,176,5,1,38.00,40894.46,0.06,0.05,N,O,1995-12-17,1995-12-11,1996-01-06,TAKE BACK RETURN,AIR,"ans haggle furiously ironic, iro"
5924,53,1,2,49.00,46699.45,0.04,0.00,N,O,1995-10-25,1995-12-11,1995-11-08,NONE,MAIL,tes serve. unusual platelets grow slyly a
5924,17,8,3,24.00,22008.24,0.09,0.08,N,O,1996-01-12,1995-12-13,1996-01-25,COLLECT COD,REG AIR, carefully regular request
5925,87,8,1,42.00,41457.36,0.05,0.02,N,O,1996-03-05,1996-01-13,1996-03-10,COLLECT COD,SHIP,ounts x-ray. pen
5925,125,4,2,31.00,31778.72,0.03,0.03,N,O,1996-01-02,1995-12-14,1996-01-07,TAKE BACK RETURN,FOB,ts was furiously unusual foxes. b
5925,89,10,3,50.00,49454.00,0.03,0.04,N,O,1996-02-14,1996-01-10,1996-02-15,NONE,TRUCK,"symptotes are quickly. ironic, unusual"
5925,54,9,4,30.00,28621.50,0.02,0.07,N,O,1996-02-21,1996-02-11,1996-03-10,NONE,TRUCK,final theo
5925,160,1,5,41.00,43466.56,0.00,0.06,N,O,1996-02-03,1995-12-24,1996-02-20,NONE,SHIP,he blithely regular instructions. quic
5925,50,9,6,48.00,45602.40,0.02,0.00,N,O,1996-02-03,1996-01-19,1996-03-04,DELIVER IN PERSON,REG AIR,sly final warhorses.
5926,90,1,1,8.00,7920.72,0.02,0.00,R,F,1994-07-17,1994-07-20,1994-08-11,COLLECT COD,MAIL,"ffily against the final, regula"
5926,50,9,2,27.00,25651.35,0.09,0.05,A,F,1994-07-05,1994-08-11,1994-08-02,DELIVER IN PERSON,MAIL,the foxes. acco
5926,127,8,3,46.00,47247.52,0.01,0.03,R,F,1994-09-05,1994-08-12,1994-09-11,COLLECT COD,RAIL,old courts about the quick
5926,190,1,4,23.00,25074.37,0.01,0.02,A,F,1994-07-23,1994-08-10,1994-07-27,DELIVER IN PERSON,FOB, the packages! dependencies s
5927,90,1,1,44.00,43563.96,0.04,0.05,N,O,1997-11-29,1997-11-21,1997-12-13,DELIVER IN PERSON,TRUCK,uests are slyly. carefully final 
5927,115,2,2,8.00,8120.88,0.04,0.05,N,O,1997-09-24,1997-11-15,1997-10-22,TAKE BACK RETURN,SHIP, regular deposits. regul
5927,167,6,3,32.00,34149.12,0.10,0.07,N,O,1997-12-26,1997-10-27,1997-12-31,COLLECT COD,AIR,luffily regular requests; slyly iro
5952,200,2,1,49.00,53909.80,0.10,0.02,N,O,1997-06-30,1997-07-10,1997-07-02,COLLECT COD,AIR,atelets sleep quick
5952,191,5,2,11.00,12003.09,0.10,0.05,N,O,1997-05-13,1997-06-04,1997-05-27,DELIVER IN PERSON,FOB,sits haggle specia
